timestamp,type,level,detail
2026-02-06 18:01:48,STEP,I,짓다: 정답 ✅ 3 / 8 → 4 / 8
2026-02-06 18:01:50,STEP,I,어휘 놀이 보기 선택형 감지 🔍
2026-02-06 18:01:53,STEP,I,보기 클릭그치다: PASS ✅
2026-02-06 18:01:57,STEP,I,그치다: 오답 ⚠️ 4 / 8
2026-02-06 18:01:59,STEP,I,보기 클릭튀기다: PASS ✅
2026-02-06 18:02:03,STEP,I,튀기다: 오답 ⚠️ 4 / 8
2026-02-06 18:02:05,STEP,I,보기 클릭튀어나오다: PASS ✅
2026-02-06 18:02:09,STEP,I,튀어나오다: 정답 ✅ 4 / 8 → 5 / 8
2026-02-06 18:02:10,STEP,I,어휘 놀이 보기 선택형 감지 🔍
2026-02-06 18:02:14,STEP,I,보기 클릭팔딱팔딱: PASS ✅
2026-02-06 18:02:17,STEP,I,팔딱팔딱: 정답 ✅ 5 / 8 → 6 / 8
2026-02-06 18:02:19,STEP,I,어휘 놀이 보기 선택형 감지 🔍
2026-02-06 18:02:22,STEP,I,보기 클릭부풀리다: PASS ✅
2026-02-06 18:02:26,STEP,I,부풀리다: 오답 ⚠️ 6 / 8
2026-02-06 18:02:28,STEP,I,보기 클릭차지하다: PASS ✅
2026-02-06 18:02:32,STEP,I,차지하다: 정답 ✅ 6 / 8 → 7 / 8
2026-02-06 18:02:34,STEP,I,어휘 놀이 보기 선택형 감지 🔍
2026-02-06 18:02:37,STEP,I,보기 클릭잔뜩: PASS ✅
2026-02-06 18:02:41,STEP,I,잔뜩: 정답 ✅ 7 / 8 → 8 / 8
2026-02-06 18:02:43,STEP,I,진행률 8 / 8 도달
2026-02-06 18:02:43,STEP,I,📋 [Basic Test / 기능] 탄탄 독해 훈련 어휘 놀이: 성공
2026-02-06 18:02:43,STEP,I,[SUB] 탄탄 독해 훈련: 전체 성공
2026-02-06 18:02:48,STEP,I,메뉴 오픈: PASS ✅
2026-02-06 18:02:50,STEP,I,나가기: PASS ✅
2026-02-06 18:02:53,STEP,I,[MUST_CLICK] 예: PASS ✅
2026-02-06 18:02:55,STEP,I,메인 복귀 확인: PASS ✅
2026-02-06 18:02:55,STEP,I,[RUN] Ct.1 - 차곡차곡 어휘 상자
2026-02-06 18:02:58,STEP,I,차곡차곡 어휘 상자 진입: PASS ✅
2026-02-06 18:02:58,STEP,I,📋 [Basic Test / 노출] 차곡차곡 어휘 상자: PASS ✅
2026-02-06 18:03:00,STEP,I,[SUB] Ct.1 - 차곡차곡 어휘 상자 메인
2026-02-06 18:03:03,STEP,I,단계 선택 클릭: PASS ✅
2026-02-06 18:03:05,STEP,I,1단계 선택: PASS ✅
2026-02-06 18:03:06,STEP,I,타겟 카테고리ㅎ 찾기를 시작합니다... 1회
2026-02-06 18:03:08,STEP,I,[SCROLL] ✅ visible at cycle 2
2026-02-06 18:03:10,STEP,I,[CLICK] ok: ㅎ
2026-02-06 18:03:13,STEP,I,타겟훈련 찾기를 시작합니다... 1회
2026-02-06 18:03:36,STEP,I,[SCROLL] ✅ visible at cycle 12
2026-02-06 18:03:38,STEP,I,[CLICK] ok: 훈련
2026-02-06 18:03:46,STEP,I,[CHECK_CORE] timeout5s → 재시도 1/2
2026-02-06 18:03:52,STEP,I,📋 [Basic Test / 기능] 차곡차곡 어휘 상자: WARN ⚠️ timeout 5s
2026-02-06 18:03:52,STEP,I,[SUB] Ct.1 - 차곡차곡 어휘 상자 검색
2026-02-06 18:03:55,STEP,I,어휘 상자 검색 진입: PASS ✅
2026-02-06 18:03:56,STEP,I,📋 [Basic Test / 노출] 차곡차곡 어휘 상자 검색: PASS ✅
2026-02-06 18:04:01,STEP,I,검색어 입력: PASS ✅
2026-02-06 18:04:03,STEP,I,검색 실행: PASS ✅
2026-02-06 18:04:05,STEP,I,검색 결과 어휘 선택: PASS ✅
2026-02-06 18:04:06,STEP,I,📋 [Basic Test / 기능] 차곡차곡 어휘 상자 검색: PASS ✅
2026-02-06 18:04:09,STEP,I,어휘 상자 메인 복귀: PASS ✅
2026-02-06 18:04:09,STEP,I,[SUB] Ct.1 - 차곡차곡 어휘 상자 저장한 단어
2026-02-06 18:04:11,STEP,I,단계 선택 클릭: PASS ✅
2026-02-06 18:04:13,STEP,I,1단계 선택: PASS ✅
2026-02-06 18:04:14,STEP,I,"타겟 카테고리ㄱ , ㄲ 찾기를 시작합니다... 1회"
2026-02-06 18:04:15,STEP,I,[SCROLL] ✅ visible at cycle 1
2026-02-06 18:04:17,STEP,I,"[CLICK] ok: ㄱ , ㄲ"
2026-02-06 18:04:19,STEP,I,타겟가족회의 찾기를 시작합니다... 1회
2026-02-06 18:04:24,STEP,I,[SCROLL] ✅ visible at cycle 3
2026-02-06 18:04:26,STEP,I,[CLICK] ok: com.kyowon.literacy.store:id/btnStarEmpty
2026-02-06 18:04:27,STEP,I,타겟 카테고리ㅁ 찾기를 시작합니다... 1회
2026-02-06 18:04:27,STEP,I,[SCROLL] ✅ visible at cycle 1
2026-02-06 18:04:29,STEP,I,[CLICK] ok: ㅁ
2026-02-06 18:04:31,STEP,I,타겟매력 찾기를 시작합니다... 1회
2026-02-06 18:04:42,STEP,I,[SCROLL] ✅ visible at cycle 6
2026-02-06 18:04:44,STEP,I,[CLICK] ok: com.kyowon.literacy.store:id/btnStarEmpty
2026-02-06 18:04:47,STEP,I,저장한 단어 진입: PASS ✅
2026-02-06 18:04:47,STEP,I,📋 [Basic Test / 노출] 차곡차곡 어휘 상자 저장한 단어: PASS ✅
2026-02-06 18:04:47,STEP,I,타겟com.kyowon.literacy.store:id/btnStarEmpty 찾기를 시작합니다... 1회
2026-02-06 18:04:48,STEP,I,[SCROLL] ✅ visible at cycle 1
2026-02-06 18:04:50,STEP,I,[CLICK] ok: com.kyowon.literacy.store:id/btnStarEmpty
2026-02-06 18:04:51,STEP,I,타겟com.kyowon.literacy.store:id/btnStarEmpty 찾기를 시작합니다... 1회
2026-02-06 18:04:51,STEP,I,[SCROLL] ✅ visible at cycle 1
2026-02-06 18:04:57,STEP,I,[CLICK] ok: com.kyowon.literacy.store:id/btnStarEmpty
2026-02-06 18:05:00,STEP,I,어휘 상자 메인 복귀: PASS ✅
2026-02-06 18:05:02,STEP,I,저장한 단어 재진입: PASS ✅
2026-02-06 18:05:02,STEP,I,📋 [Basic Test / 기능] 차곡차곡 어휘 상자 저장한 단어: PASS ✅
2026-02-06 18:05:05,STEP,I,어휘 상자 메인 복귀: PASS ✅
2026-02-06 18:05:06,STEP,I,[SUB] 차곡차곡 어휘 상자: 전체 성공
2026-02-06 18:05:09,STEP,I,뒤로 가기: PASS ✅
2026-02-06 18:05:11,STEP,I,메인 복귀 확인: PASS ✅
2026-02-06 18:05:11,STEP,I,[RUN] Ct.1 - 메뉴
2026-02-06 18:05:11,STEP,I,[SUB] Ct.1 - 메뉴 메뉴 기본 체크
2026-02-06 18:05:15,STEP,I,메뉴 오픈: PASS ✅
2026-02-06 18:05:15,STEP,I,📋 [Basic Test / 노출] 메뉴: PASS ✅
2026-02-06 18:05:18,STEP,I,📋 [Basic Test / 기능] 메뉴: PASS ✅
2026-02-06 18:05:18,STEP,I,[SUB] Ct.1 - 메뉴 튜토리얼
2026-02-06 18:05:22,STEP,I,메뉴 오픈: PASS ✅
2026-02-06 18:05:24,STEP,I,메뉴 튜토리얼 진입: PASS ✅
2026-02-06 18:05:25,STEP,I,📋 [Basic Test / 노출] 메뉴 튜토리얼: PASS ✅
2026-02-06 18:05:27,STEP,I,📋 [Basic Test / 기능] 메뉴 튜토리얼: PASS ✅
2026-02-06 18:05:29,STEP,I,튜토리얼 닫기: PASS ✅
2026-02-06 18:05:30,STEP,I,[SUB] Ct.1 - 메뉴 나의 보상
2026-02-06 18:05:34,STEP,I,메뉴 오픈: PASS ✅
2026-02-06 18:05:37,STEP,I,메뉴 나의 보상 진입: PASS ✅
2026-02-06 18:05:37,STEP,I,📋 [Basic Test / 노출] 메뉴 나의 보상: PASS ✅
2026-02-06 18:05:40,STEP,I,포인트 이력 열기: PASS ✅
2026-02-06 18:05:40,STEP,I,📋 [Basic Test / 기능] 메뉴 나의 보상: PASS ✅
2026-02-06 18:05:42,STEP,I,포인트 이력 닫기: PASS ✅
2026-02-06 18:05:46,STEP,I,뒤로 가기: PASS ✅
2026-02-06 18:05:48,STEP,I,메인 복귀 확인: PASS ✅
2026-02-06 18:05:49,STEP,I,[SUB] Ct.1 - 메뉴 학습 리포트
2026-02-06 18:05:52,STEP,I,메뉴 오픈: PASS ✅
2026-02-06 18:05:55,STEP,I,메뉴 학습 리포트 진입: PASS ✅
2026-02-06 18:06:01,STEP,I,[EXC] match: 로딩 대기하기
2026-02-06 18:06:12,STEP,I,[CHECK_CORE] 예외 처리기로 1개 rule 처리 → 재시도
2026-02-06 18:06:14,CRASH,E,com.kyowon.literacy.store
2026-02-06 18:06:16,STEP,I,📋 [Basic Test / 노출] 메뉴 학습 리포트: PASS ✅
2026-02-06 18:06:19,CRASH,E,com.kyowon.literacy.store
2026-02-06 18:06:24,STEP,I,📋 [Basic Test / 기능] 메뉴 학습 리포트: PASS ✅
2026-02-06 18:06:30,CRASH,E,com.kyowon.literacy.store
2026-02-06 18:06:39,STEP,I,[CHECK_CORE] timeout5s → 재시도 1/2
2026-02-06 18:06:44,STEP,I,메인 복귀 확인: WARN ⚠️ timeout 5s
2026-02-06 18:06:45,STEP,I,[SUB] Ct.1 - 메뉴 캐릭터 소개
2026-02-06 18:06:46,STEP,I,[ERR] SubFlow 실패: Ct.1 - 메뉴 캐릭터 소개 - Cannot find any visible node by query UIObjectProxy of com.kyowon.literacy.store:id/top_right_menu/android.widget.ImageButton
2026-02-06 18:06:46,STEP,I,[OK] save.flag: D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnersave.flag
2026-02-06 18:07:05,STEP,I,[OK] slice 준비 완료: D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnerlogcat_slice_260206_1806.txt
2026-02-06 18:07:05,STEP,I,[OK] report.flag: D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnerreport.flag
2026-02-06 18:07:42,STEP,I,[OK] resource 리포트 생성 완료: D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnerresource_report_260206_1807.pdf
2026-02-06 18:07:42,STEP,I,"[MAIL] attachmentsnormalized=[D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnerlogcat_recent_260206_1806.txt , D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnerlogcat_slice_260206_1806.txt , D"
2026-02-06 18:08:12,STEP,I,[SUB] 실패 메일 전송 완료: 캐릭터 소개
2026-02-06 18:08:12,STEP,I,앱 재시작 중...com.kyowon.literacy.store
2026-02-06 18:08:22,STEP,I,📋 [Basic Test / 노출] 로그인: PASS ✅
2026-02-06 18:08:22,STEP,I,로그인 시도
2026-02-06 18:08:29,STEP,I,[MUST_TYPE] 아이디 입력: PASS ✅
2026-02-06 18:08:34,STEP,I,[MUST_TYPE] 비밀번호 입력: PASS ✅
2026-02-06 18:08:36,STEP,I,로그인 버튼 클릭: PASS ✅
2026-02-06 18:08:39,STEP,I,환영 알림 확인: PASS ✅
2026-02-06 18:09:05,STEP,I,"[EXC] rule ERR: 자세 확인 닫기다시 보지 않기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:09:15,STEP,I,"[EXC] rule ERR: 가이드 팝업 닫기다시 보지 않기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:09:25,STEP,I,"[EXC] rule ERR: 학습 가이드 닫기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:09:36,STEP,I,"[EXC] rule ERR: 자세 확인 팝업 닫기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:09:46,STEP,I,"[EXC] rule ERR: 정답 및 풀이 팝업 닫기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:09:57,STEP,I,"[EXC] rule ERR: 로딩 대기하기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:07,STEP,I,"[EXC] rule ERR: 자동 완성 저장 팝업 닫기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:17,STEP,I,"[EXC] rule ERR: AI 술술 읽기 평가 감지 🔍 → 진행: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:27,STEP,I,"[EXC] rule ERR: 주차 이동 불가 팝업 닫기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:37,STEP,I,"[EXC] rule ERR: 리포트 닫기: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:47,STEP,I,"[EXC] rule ERR: 홈 계정 등록 팝업 출력 오류 처리: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:57,STEP,I,"[WARN] app_ready 루프 예외: TransportDisconnected: TransportDisconnectedConnectionErrorProtocolErrorConnection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:57,STEP,I,"[WARN] app_ready 중 Poco 연결 오류 감지 → 하드 리셋 시도: Connection aborted. , RemoteDisconnectedRemote end closed connection without response"
2026-02-06 18:10:57,STEP,I,[FATAL] Poco 하드 리셋 시도: app_ready loop exception
2026-02-06 18:10:58,STEP,I,[OK] 백그라운드 프로세스 종료: com.netease.open.pocoservice
2026-02-06 18:10:59,STEP,I,[OK] 백그라운드 프로세스 종료: com.netease.nie.yosemite
2026-02-06 18:11:01,STEP,I,[OK] yosemite service 재기동
2026-02-06 18:11:05,STEP,I,[OK] yosemite IME 설정 완료: com.netease.nie.yosemite/.ime.ImeService
2026-02-06 18:11:06,STEP,I,[OK] 기존 Poco 드라이버 핸들 초기화 완료
2026-02-06 18:11:06,STEP,I,앱 재시작 중...com.kyowon.literacy.store
2026-02-06 18:12:00,STEP,I,[RESTART][WARN] 1/3 실패: unable to launch AndroidUiautomationPoco
2026-02-06 18:12:55,STEP,I,[RESTART][WARN] 2/3 실패: unable to launch AndroidUiautomationPoco
2026-02-06 18:13:53,STEP,I,[RESTART][WARN] 3/3 실패: unable to launch AndroidUiautomationPoco
2026-02-06 18:13:55,STEP,I,[FATAL] 앱 재시작 실패: RuntimeError앱 재시작 실패3회 시도: unable to launch AndroidUiautomationPoco
2026-02-06 18:13:56,STEP,I,[FATAL] app_ready 내 poco_hard_reset 실패: PocoFatalError앱 재시작 실패: RuntimeError앱 재시작 실패3회 시도: unable to launch AndroidUiautomationPoco
2026-02-06 18:13:57,STEP,I,[ERR] Flow 실패: Ct.1 - 메뉴 - 앱 재시작 실패: RuntimeError앱 재시작 실패3회 시도: unable to launch AndroidUiautomationPoco
2026-02-06 18:13:57,STEP,I,[OK] save.flag: D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnersave.flag
2026-02-06 18:14:43,STEP,I,[ERR] timeout: slice 미감지
2026-02-06 18:14:43,STEP,I,[OK] report.flag: D:dhkimQAToolsresultR9TRA0BDXEW20260206_173447_com.kyowon.literacy.store_basic_tc_suite_literacy_runnerreport.flag
